source,title,company,location,city,state,lat,lon,date_posted,job_type,seniority,skills,skills_list,salary_min,salary_max,currency,url,description,sentiment
ACRA,Zooarchaeology Analyst,Sagebrush Archaeology,"Phoenix, AZ",Phoenix,AZ,33.4484,-112.074,2025-11-16,lab/analyst,senior,Grant Writing for Heritage Programs;NEPA;Plaster Conservation;Quality Assurance / Quality Control;Site Recording & Forms;Stakeholder Mapping,"[""Grant Writing for Heritage Programs"", ""NEPA"", ""Plaster Conservation"", ""Quality Assurance / Quality Control"", ""Site Recording & Forms"", ""Stakeholder Mapping""]",82167.0,104386.0,USD,https://example.com/demo/job/79,"Zooarchaeology Analyst at Sagebrush Archaeology. Key skills include Grant Writing for Heritage Programs, NEPA, Plaster Conservation, Quality Assurance / Quality Control, Site Recording & Forms. This is synthetic demo data.",-0.147
AAA,Historic Preservation Specialist,Bay Area Preservation,"Albuquerque, NM",Albuquerque,NM,35.0844,-106.6504,2025-12-24,architectural-historian,mid,BLM Archaeology Permit;Chance Find/Stop-Work Protocols;Community Outreach & Interpretation;Digital Preservation (OAIS/BagIt);Metal Conservation;Program Evaluation (KPIs/Outcomes);Section 106;Section 106 Finding of Effect;Stone Conservation,"[""BLM Archaeology Permit"", ""Chance Find/Stop-Work Protocols"", ""Community Outreach & Interpretation"", ""Digital Preservation (OAIS/BagIt)"", ""Metal Conservation"", ""Program Evaluation (KPIs/Outcomes)"", ""Section 106"", ""Section 106 Finding of Effect"", ""Stone Conservation""]",57469.0,67371.0,USD,https://example.com/demo/job/80,"Historic Preservation Specialist at Bay Area Preservation. Key skills include BLM Archaeology Permit, Chance Find/Stop-Work Protocols, Community Outreach & Interpretation, Digital Preservation (OAIS/BagIt), Metal Conservation. This is synthetic demo data.",0.125
ACRA,Senior Cultural Resources Planner,Capitol Heritage Advisors,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-10-09,architectural-historian,lead/PI,Cultural Landscape Report (CLR);Digitization & Georeferencing;FME (Feature Manipulation Engine);Historic Structures Report (HSR);NEPA Class of Action;Underwater/Maritime Survey,"[""Cultural Landscape Report (CLR)"", ""Digitization & Georeferencing"", ""FME (Feature Manipulation Engine)"", ""Historic Structures Report (HSR)"", ""NEPA Class of Action"", ""Underwater/Maritime Survey""]",94862.0,120033.0,USD,https://example.com/demo/job/81,"Senior Cultural Resources Planner at Capitol Heritage Advisors. Key skills include Cultural Landscape Report (CLR), Digitization & Georeferencing, FME (Feature Manipulation Engine), Historic Structures Report (HSR), NEPA Class of Action. This is synthetic demo data.",0.058
AAA,Field Supervisor,Great Lakes CRM,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-10-12,field-tech,entry,Adobe Photoshop;Archaeological Data Recovery Plan;NEPA;Obsidian Sourcing/XRF;Primavera P6;Project Management;Venice Charter Principles,"[""Adobe Photoshop"", ""Archaeological Data Recovery Plan"", ""NEPA"", ""Obsidian Sourcing/XRF"", ""Primavera P6"", ""Project Management"", ""Venice Charter Principles""]",,,,https://example.com/demo/job/82,"Field Supervisor at Great Lakes CRM. Key skills include Adobe Photoshop, Archaeological Data Recovery Plan, NEPA, Obsidian Sourcing/XRF, Primavera P6. This is synthetic demo data.",-0.128
ACRA,Lab Analyst,High Plains Cultural Resources,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2025-11-17,lab/analyst,entry,CPR/First Aid;Total Station Survey;Viewshed and Setting Analysis;World Heritage Site Management,"[""CPR/First Aid"", ""Total Station Survey"", ""Viewshed and Setting Analysis"", ""World Heritage Site Management""]",46634.0,53807.0,USD,https://example.com/demo/job/83,"Lab Analyst at High Plains Cultural Resources. Key skills include CPR/First Aid, Total Station Survey, Viewshed and Setting Analysis, World Heritage Site Management. This is synthetic demo data.",0.352
AAA,Architectural Historian,Sunbelt Heritage Solutions,"Seattle, WA",Seattle,WA,47.6062,-122.3321,2025-11-18,architectural-historian,entry,BLM Archaeology Permit;Esri Collector;NEPA;SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct);Scientific Diving (AAUS);Section 4(f) DOT Act;State Environmental Policy Act;State Site Form & Records Submission,"[""BLM Archaeology Permit"", ""Esri Collector"", ""NEPA"", ""SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct)"", ""Scientific Diving (AAUS)"", ""Section 4(f) DOT Act"", ""State Environmental Policy Act"", ""State Site Form & Records Submission""]",,,,https://example.com/demo/job/84,"Architectural Historian at Sunbelt Heritage Solutions. Key skills include BLM Archaeology Permit, Esri Collector, NEPA, SOI Treatment Standards (Preserve/Rehab/Restore/Reconstruct), Scientific Diving (AAUS). This is synthetic demo data.",0.477
AAA,Crew Chief,Heritage Research Group,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2025-12-09,field-tech,mid,Adobe Photoshop;Collections Loan Management;Mukurtu (Community Protocol CMS);Post-Disaster Damage Assessment;Programmatic Agreements (PAs);Remote Sensing Classification;SOI Professional Qualifications,"[""Adobe Photoshop"", ""Collections Loan Management"", ""Mukurtu (Community Protocol CMS)"", ""Post-Disaster Damage Assessment"", ""Programmatic Agreements (PAs)"", ""Remote Sensing Classification"", ""SOI Professional Qualifications""]",58062.0,75646.0,USD,https://example.com/demo/job/85,"Crew Chief at Heritage Research Group. Key skills include Adobe Photoshop, Collections Loan Management, Mukurtu (Community Protocol CMS), Post-Disaster Damage Assessment, Programmatic Agreements (PAs). This is synthetic demo data.",-0.187
ACRA,Artifact Analyst,Cultural Resource Consultants,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-11-17,lab/analyst,mid,Archaeological Monitoring;Curation Agreements;Esri Survey123;Historic Materials Conservation;NEPA;PastPerfect CMS;Transportation Resource Evaluation,"[""Archaeological Monitoring"", ""Curation Agreements"", ""Esri Survey123"", ""Historic Materials Conservation"", ""NEPA"", ""PastPerfect CMS"", ""Transportation Resource Evaluation""]",,,,https://example.com/demo/job/86,"Artifact Analyst at Cultural Resource Consultants. Key skills include Archaeological Monitoring, Curation Agreements, Esri Survey123, Historic Materials Conservation, NEPA. This is synthetic demo data.",0.218
AAA,Collections Specialist,Western CRM Partners,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2025-11-13,lab/analyst,mid,DOIs/PIDs for Heritage Assets;Metal Conservation;OSHA HAZWOPER 40-hour;Paleoethnobotany/Archaeobotany;Phase I Archaeological Survey;State Environmental Policy Act;Total Station Survey;Underwater/Maritime Survey,"[""DOIs/PIDs for Heritage Assets"", ""Metal Conservation"", ""OSHA HAZWOPER 40-hour"", ""Paleoethnobotany/Archaeobotany"", ""Phase I Archaeological Survey"", ""State Environmental Policy Act"", ""Total Station Survey"", ""Underwater/Maritime Survey""]",69710.0,80543.0,USD,https://example.com/demo/job/87,"Collections Specialist at Western CRM Partners. Key skills include DOIs/PIDs for Heritage Assets, Metal Conservation, OSHA HAZWOPER 40-hour, Paleoethnobotany/Archaeobotany, Phase I Archaeological Survey. This is synthetic demo data.",0.433
ACRA,Program Manager,ArchaeoLab Services,"San Diego, CA",San Diego,CA,32.7157,-117.1611,2025-12-14,pm/pi,senior,BLM Archaeology Permit;Compliance Tracking Systems;FPIC (Free;Local Preservation Ordinances;NEPA;Phase III Data Recovery;Repatriation Policy & Procedures;Section 106,"[""BLM Archaeology Permit"", ""Compliance Tracking Systems"", ""FPIC (Free"", ""Local Preservation Ordinances"", ""NEPA"", ""Phase III Data Recovery"", ""Repatriation Policy & Procedures"", ""Section 106""]",93010.0,110883.0,USD,https://example.com/demo/job/88,"Program Manager at ArchaeoLab Services. Key skills include BLM Archaeology Permit, Compliance Tracking Systems, FPIC (Free, Local Preservation Ordinances, NEPA. This is synthetic demo data.",0.298
ACRA,Architectural Historian,Preservation Strategy Studio,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2025-11-18,architectural-historian,entry,Archaeological Data Recovery Plan;Cost Distance / Least-Cost Path;Digital Preservation (OAIS/BagIt);NEPA;Site Management Plan,"[""Archaeological Data Recovery Plan"", ""Cost Distance / Least-Cost Path"", ""Digital Preservation (OAIS/BagIt)"", ""NEPA"", ""Site Management Plan""]",45637.0,56327.0,USD,https://example.com/demo/job/89,"Architectural Historian at Preservation Strategy Studio. Key skills include Archaeological Data Recovery Plan, Cost Distance / Least-Cost Path, Digital Preservation (OAIS/BagIt), NEPA, Site Management Plan. This is synthetic demo data.",0.09
AAA,Zooarchaeology Analyst,GeoCultural Analytics,"Chicago, IL",Chicago,IL,41.8781,-87.6298,2026-01-19,lab/analyst,senior,Dendrochronology;Heritage Policy Analysis;Historic Materials Conservation;MSHA Surface Miner;Magnetometry Survey,"[""Dendrochronology"", ""Heritage Policy Analysis"", ""Historic Materials Conservation"", ""MSHA Surface Miner"", ""Magnetometry Survey""]",76508.0,87135.0,USD,https://example.com/demo/job/90,"Zooarchaeology Analyst at GeoCultural Analytics. Key skills include Dendrochronology, Heritage Policy Analysis, Historic Materials Conservation, MSHA Surface Miner, Magnetometry Survey. This is synthetic demo data.",0.287
ACRA,Project Manager,Regional Heritage Associates,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2025-11-10,pm/pi,lead/PI,Conservation Treatment Proposals;Integrated Pest Management (IPM);Stone Conservation,"[""Conservation Treatment Proposals"", ""Integrated Pest Management (IPM)"", ""Stone Conservation""]",,,,https://example.com/demo/job/91,"Project Manager at Regional Heritage Associates. Key skills include Conservation Treatment Proposals, Integrated Pest Management (IPM), Stone Conservation. This is synthetic demo data.",0.011
AAA,Program Manager,Frontier Cultural Resources,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-11-11,pm/pi,mid,Intangible Cultural Heritage Safeguarding;State Historic Record Systems (e.g.;Technical Editing,"[""Intangible Cultural Heritage Safeguarding"", ""State Historic Record Systems (e.g."", ""Technical Editing""]",73843.0,84806.0,USD,https://example.com/demo/job/92,"Program Manager at Frontier Cultural Resources. Key skills include Intangible Cultural Heritage Safeguarding, State Historic Record Systems (e.g., Technical Editing. This is synthetic demo data.",-0.199
AAA,Principal Investigator,Sagebrush Archaeology,"Boise, ID",Boise,ID,43.615,-116.2023,2025-11-21,pm/pi,mid,Digital Twins for Heritage Sites;Fundraising & Sponsorship (Heritage);Historic Structures Report (HSR);ICOMOS Ethical Guidelines;Long-Term Resource Monitoring Plan;SOI Professional Qualifications;Section 106;Venice Charter Principles;World Heritage Site Management,"[""Digital Twins for Heritage Sites"", ""Fundraising & Sponsorship (Heritage)"", ""Historic Structures Report (HSR)"", ""ICOMOS Ethical Guidelines"", ""Long-Term Resource Monitoring Plan"", ""SOI Professional Qualifications"", ""Section 106"", ""Venice Charter Principles"", ""World Heritage Site Management""]",56426.0,73840.0,USD,https://example.com/demo/job/93,"Principal Investigator at Sagebrush Archaeology. Key skills include Digital Twins for Heritage Sites, Fundraising & Sponsorship (Heritage), Historic Structures Report (HSR), ICOMOS Ethical Guidelines, Long-Term Resource Monitoring Plan. This is synthetic demo data.",0.323
AAA,Architectural Historian,Bay Area Preservation,"Boise, ID",Boise,ID,43.615,-116.2023,2026-01-19,architectural-historian,entry,Adobe InDesign (Reports);Native American Graves Protection and Repatriation Act;PostgreSQL;Program Evaluation (KPIs/Outcomes);Project Management;SQL;Section 106;Section 4(f) DOT Act;Structure-from-Motion Photogrammetry,"[""Adobe InDesign (Reports)"", ""Native American Graves Protection and Repatriation Act"", ""PostgreSQL"", ""Program Evaluation (KPIs/Outcomes)"", ""Project Management"", ""SQL"", ""Section 106"", ""Section 4(f) DOT Act"", ""Structure-from-Motion Photogrammetry""]",47546.0,58210.0,USD,https://example.com/demo/job/94,"Architectural Historian at Bay Area Preservation. Key skills include Adobe InDesign (Reports), Native American Graves Protection and Repatriation Act, PostgreSQL, Program Evaluation (KPIs/Outcomes), Project Management. This is synthetic demo data.",0.487
ACRA,Lab Analyst,Capitol Heritage Advisors,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-09,lab/analyst,mid,Accessibility & ADA in Historic Settings;Compliance Tracking Systems;Conservation Management Plan;Esri Survey123;LiDAR Processing;Lithic Analysis;Obsidian Sourcing/XRF;Paleoethnobotany/Archaeobotany,"[""Accessibility & ADA in Historic Settings"", ""Compliance Tracking Systems"", ""Conservation Management Plan"", ""Esri Survey123"", ""LiDAR Processing"", ""Lithic Analysis"", ""Obsidian Sourcing/XRF"", ""Paleoethnobotany/Archaeobotany""]",72794.0,87550.0,USD,https://example.com/demo/job/95,"Lab Analyst at Capitol Heritage Advisors. Key skills include Accessibility & ADA in Historic Settings, Compliance Tracking Systems, Conservation Management Plan, Esri Survey123, LiDAR Processing. This is synthetic demo data.",0.0
AAA,Architectural Historian,Great Lakes CRM,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2026-01-06,architectural-historian,senior,AutoCAD (Drafting);FAA Part 107 Remote Pilot;Public Interpretation & Education;State Site Form & Records Submission;Terrestrial Laser Scanning (TLS);Total Station Survey,"[""AutoCAD (Drafting)"", ""FAA Part 107 Remote Pilot"", ""Public Interpretation & Education"", ""State Site Form & Records Submission"", ""Terrestrial Laser Scanning (TLS)"", ""Total Station Survey""]",89015.0,103384.0,USD,https://example.com/demo/job/96,"Architectural Historian at Great Lakes CRM. Key skills include AutoCAD (Drafting), FAA Part 107 Remote Pilot, Public Interpretation & Education, State Site Form & Records Submission, Terrestrial Laser Scanning (TLS). This is synthetic demo data.",-0.145
AAA,Historic Preservation Specialist,High Plains Cultural Resources,"Boston, MA",Boston,MA,42.3601,-71.0589,2025-11-18,architectural-historian,mid,Budget & Cost Control (Preservation);QGIS;Section 106;Section 4(f) Evaluation,"[""Budget & Cost Control (Preservation)"", ""QGIS"", ""Section 106"", ""Section 4(f) Evaluation""]",68962.0,78692.0,USD,https://example.com/demo/job/97,"Historic Preservation Specialist at High Plains Cultural Resources. Key skills include Budget & Cost Control (Preservation), QGIS, Section 106, Section 4(f) Evaluation. This is synthetic demo data.",-0.17
AAA,Cultural Resources Planner,Sunbelt Heritage Solutions,"Boise, ID",Boise,ID,43.615,-116.2023,2025-12-21,architectural-historian,lead/PI,NRHP Evaluation Criteria;SOI Professional Qualifications;Transportation Resource Evaluation,"[""NRHP Evaluation Criteria"", ""SOI Professional Qualifications"", ""Transportation Resource Evaluation""]",,,,https://example.com/demo/job/98,"Cultural Resources Planner at Sunbelt Heritage Solutions. Key skills include NRHP Evaluation Criteria, SOI Professional Qualifications, Transportation Resource Evaluation. This is synthetic demo data.",-0.176
AAA,Historic Preservation Specialist,Heritage Research Group,"Denver, CO",Denver,CO,39.7392,-104.9903,2025-11-20,architectural-historian,mid,Archaeological Data Recovery Plan;BLM Archaeology Permit;Geoarchaeology;Microsoft Project;PastPerfect CMS;State Environmental Policy Act,"[""Archaeological Data Recovery Plan"", ""BLM Archaeology Permit"", ""Geoarchaeology"", ""Microsoft Project"", ""PastPerfect CMS"", ""State Environmental Policy Act""]",,,,https://example.com/demo/job/99,"Historic Preservation Specialist at Heritage Research Group. Key skills include Archaeological Data Recovery Plan, BLM Archaeology Permit, Geoarchaeology, Microsoft Project, PastPerfect CMS. This is synthetic demo data.",0.02
ACRA,Field Technician,Cultural Resource Consultants,"Sacramento, CA",Sacramento,CA,38.5816,-121.4944,2025-10-22,field-tech,mid,Accessibility & ADA in Historic Settings;Accessioning & Cataloging;ArcGIS;Built Environment Survey;Client/Stakeholder Management;Intangible Cultural Heritage Safeguarding;Public Interpretation & Education;Section 106;UNESCO World Heritage Nomination Process,"[""Accessibility & ADA in Historic Settings"", ""Accessioning & Cataloging"", ""ArcGIS"", ""Built Environment Survey"", ""Client/Stakeholder Management"", ""Intangible Cultural Heritage Safeguarding"", ""Public Interpretation & Education"", ""Section 106"", ""UNESCO World Heritage Nomination Process""]",,,,https://example.com/demo/job/100,"Field Technician at Cultural Resource Consultants. Key skills include Accessibility & ADA in Historic Settings, Accessioning & Cataloging, ArcGIS, Built Environment Survey, Client/Stakeholder Management. This is synthetic demo data.",0.116
ACRA,Cultural Resources Planner,Western CRM Partners,"Austin, TX",Austin,TX,30.2672,-97.7431,2025-12-25,architectural-historian,entry,Architectural History;CPR/First Aid;DEIA Practices in Heritage Work;Esri StoryMaps;NPS Preservation Briefs & Bulletins,"[""Architectural History"", ""CPR/First Aid"", ""DEIA Practices in Heritage Work"", ""Esri StoryMaps"", ""NPS Preservation Briefs & Bulletins""]",53662.0,63474.0,USD,https://example.com/demo/job/101,"Cultural Resources Planner at Western CRM Partners. Key skills include Architectural History, CPR/First Aid, DEIA Practices in Heritage Work, Esri StoryMaps, NPS Preservation Briefs & Bulletins. This is synthetic demo data.",0.356
ACRA,Archaeology Technician,ArchaeoLab Services,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2025-10-16,field-tech,mid,Collections Conservation Planning;Digital Twins for Heritage Sites;Historic Tax Credit Applications;Metal Conservation,"[""Collections Conservation Planning"", ""Digital Twins for Heritage Sites"", ""Historic Tax Credit Applications"", ""Metal Conservation""]",73076.0,82202.0,USD,https://example.com/demo/job/102,"Archaeology Technician at ArchaeoLab Services. Key skills include Collections Conservation Planning, Digital Twins for Heritage Sites, Historic Tax Credit Applications, Metal Conservation. This is synthetic demo data.",0.017
ACRA,Senior Project Manager,Preservation Strategy Studio,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2026-01-29,pm/pi,lead/PI,Archaeological Data Recovery Plan;Cultural Landscape Management;NEPA;NRHP Integrity Assessment;Programmatic Agreements (PAs);THPO Consultation,"[""Archaeological Data Recovery Plan"", ""Cultural Landscape Management"", ""NEPA"", ""NRHP Integrity Assessment"", ""Programmatic Agreements (PAs)"", ""THPO Consultation""]",101925.0,121153.0,USD,https://example.com/demo/job/103,"Senior Project Manager at Preservation Strategy Studio. Key skills include Archaeological Data Recovery Plan, Cultural Landscape Management, NEPA, NRHP Integrity Assessment, Programmatic Agreements (PAs). This is synthetic demo data.",0.382
AAA,Architectural Historian,GeoCultural Analytics,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2025-12-25,architectural-historian,mid,CPR/First Aid;Historic Materials Conservation;PostGIS;Viewshed Analysis,"[""CPR/First Aid"", ""Historic Materials Conservation"", ""PostGIS"", ""Viewshed Analysis""]",64307.0,72599.0,USD,https://example.com/demo/job/104,"Architectural Historian at GeoCultural Analytics. Key skills include CPR/First Aid, Historic Materials Conservation, PostGIS, Viewshed Analysis. This is synthetic demo data.",-0.112
ACRA,Collections Specialist,Regional Heritage Associates,"Portland, OR",Portland,OR,45.5152,-122.6784,2025-10-15,lab/analyst,entry,BLM Archaeology Permit;National Historic Preservation Act;OSHA HAZWOPER 40-hour;Section 106;Section 4(f) DOT Act,"[""BLM Archaeology Permit"", ""National Historic Preservation Act"", ""OSHA HAZWOPER 40-hour"", ""Section 106"", ""Section 4(f) DOT Act""]",42674.0,53434.0,USD,https://example.com/demo/job/105,"Collections Specialist at Regional Heritage Associates. Key skills include BLM Archaeology Permit, National Historic Preservation Act, OSHA HAZWOPER 40-hour, Section 106, Section 4(f) DOT Act. This is synthetic demo data.",0.464
AAA,Zooarchaeology Analyst,Frontier Cultural Resources,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-12-31,lab/analyst,senior,ICOMOS Ethical Guidelines;Intangible Cultural Heritage Safeguarding;Native American Graves Protection and Repatriation Act;Section 106,"[""ICOMOS Ethical Guidelines"", ""Intangible Cultural Heritage Safeguarding"", ""Native American Graves Protection and Repatriation Act"", ""Section 106""]",87825.0,101837.0,USD,https://example.com/demo/job/106,"Zooarchaeology Analyst at Frontier Cultural Resources. Key skills include ICOMOS Ethical Guidelines, Intangible Cultural Heritage Safeguarding, Native American Graves Protection and Repatriation Act, Section 106. This is synthetic demo data.",0.008
ACRA,Zooarchaeology Analyst,Sagebrush Archaeology,"Denver, CO",Denver,CO,39.7392,-104.9903,2025-11-25,lab/analyst,entry,California Environmental Quality Act;Conservation Plan;Construction Compliance Monitoring;Deaccessioning Procedures;HIA (Heritage Impact Assessment);Section 106;UAV Photogrammetry,"[""California Environmental Quality Act"", ""Conservation Plan"", ""Construction Compliance Monitoring"", ""Deaccessioning Procedures"", ""HIA (Heritage Impact Assessment)"", ""Section 106"", ""UAV Photogrammetry""]",54029.0,65080.0,USD,https://example.com/demo/job/107,"Zooarchaeology Analyst at Sagebrush Archaeology. Key skills include California Environmental Quality Act, Conservation Plan, Construction Compliance Monitoring, Deaccessioning Procedures, HIA (Heritage Impact Assessment). This is synthetic demo data.",0.332
ACRA,Architectural Historian,Bay Area Preservation,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2026-01-23,architectural-historian,entry,ArcGIS Online;Archaeological Data Recovery Plan;Collections Environmental Monitoring;Deaccessioning Procedures;Heritage Governance Models;Preventive Conservation;Section 106,"[""ArcGIS Online"", ""Archaeological Data Recovery Plan"", ""Collections Environmental Monitoring"", ""Deaccessioning Procedures"", ""Heritage Governance Models"", ""Preventive Conservation"", ""Section 106""]",,,,https://example.com/demo/job/108,"Architectural Historian at Bay Area Preservation. Key skills include ArcGIS Online, Archaeological Data Recovery Plan, Collections Environmental Monitoring, Deaccessioning Procedures, Heritage Governance Models. This is synthetic demo data.",0.369
AAA,Senior Collections Specialist,Capitol Heritage Advisors,"Washington, DC",Washington,DC,38.9072,-77.0369,2025-11-10,lab/analyst,senior,Ceramic Analysis;Cultural Landscape Inventory;Cultural Landscape Management;GDAL/OGR;Heritage Economics & Valuation;Intangible Cultural Heritage Safeguarding;Long-Term Resource Monitoring Plan;NEPA,"[""Ceramic Analysis"", ""Cultural Landscape Inventory"", ""Cultural Landscape Management"", ""GDAL/OGR"", ""Heritage Economics & Valuation"", ""Intangible Cultural Heritage Safeguarding"", ""Long-Term Resource Monitoring Plan"", ""NEPA""]",,,,https://example.com/demo/job/109,"Senior Collections Specialist at Capitol Heritage Advisors. Key skills include Ceramic Analysis, Cultural Landscape Inventory, Cultural Landscape Management, GDAL/OGR, Heritage Economics & Valuation. This is synthetic demo data.",0.218
AAA,Senior Field Technician,Great Lakes CRM,"San Antonio, TX",San Antonio,TX,29.4241,-98.4936,2025-10-14,field-tech,senior,DOIs/PIDs for Heritage Assets;Historic District Survey;Paleoethnobotany/Archaeobotany;R;Wilderness First Aid,"[""DOIs/PIDs for Heritage Assets"", ""Historic District Survey"", ""Paleoethnobotany/Archaeobotany"", ""R"", ""Wilderness First Aid""]",78378.0,94317.0,USD,https://example.com/demo/job/110,"Senior Field Technician at Great Lakes CRM. Key skills include DOIs/PIDs for Heritage Assets, Historic District Survey, Paleoethnobotany/Archaeobotany, R, Wilderness First Aid. This is synthetic demo data.",0.153
AAA,Archaeology Technician,High Plains Cultural Resources,"Raleigh, NC",Raleigh,NC,35.7796,-78.6382,2025-10-22,field-tech,senior,Budgeting & Scheduling;DOIs/PIDs for Heritage Assets;Deaccessioning Procedures;MIDAS Heritage Standard;PostgreSQL;Section 106;Terrestrial Laser Scanning (TLS),"[""Budgeting & Scheduling"", ""DOIs/PIDs for Heritage Assets"", ""Deaccessioning Procedures"", ""MIDAS Heritage Standard"", ""PostgreSQL"", ""Section 106"", ""Terrestrial Laser Scanning (TLS)""]",,,,https://example.com/demo/job/111,"Archaeology Technician at High Plains Cultural Resources. Key skills include Budgeting & Scheduling, DOIs/PIDs for Heritage Assets, Deaccessioning Procedures, MIDAS Heritage Standard, PostgreSQL. This is synthetic demo data.",0.363
AAA,Senior Collections Specialist,Sunbelt Heritage Solutions,"Atlanta, GA",Atlanta,GA,33.749,-84.388,2025-11-12,lab/analyst,lead/PI,Adobe Photoshop;Cultural Landscape Inventory;File/Enterprise Geodatabase;HABS/HAER/HALS Documentation;Magnetometry Survey;Repatriation Policy & Procedures;Risk Management;Section 106,"[""Adobe Photoshop"", ""Cultural Landscape Inventory"", ""File/Enterprise Geodatabase"", ""HABS/HAER/HALS Documentation"", ""Magnetometry Survey"", ""Repatriation Policy & Procedures"", ""Risk Management"", ""Section 106""]",124887.0,155938.0,USD,https://example.com/demo/job/112,"Senior Collections Specialist at Sunbelt Heritage Solutions. Key skills include Adobe Photoshop, Cultural Landscape Inventory, File/Enterprise Geodatabase, HABS/HAER/HALS Documentation, Magnetometry Survey. This is synthetic demo data.",0.371
AAA,Senior Field Supervisor,Heritage Research Group,"Boise, ID",Boise,ID,43.615,-116.2023,2025-12-11,field-tech,senior,Accessibility & ADA in Historic Settings;ArcGIS;Collections Conservation Planning;Design Review for Historic Properties;Disaster Risk Reduction & Response;NEPA;NEPA Class of Action;Section 110 (NHPA);Technical Editing,"[""Accessibility & ADA in Historic Settings"", ""ArcGIS"", ""Collections Conservation Planning"", ""Design Review for Historic Properties"", ""Disaster Risk Reduction & Response"", ""NEPA"", ""NEPA Class of Action"", ""Section 110 (NHPA)"", ""Technical Editing""]",73682.0,93242.0,USD,https://example.com/demo/job/113,"Senior Field Supervisor at Heritage Research Group. Key skills include Accessibility & ADA in Historic Settings, ArcGIS, Collections Conservation Planning, Design Review for Historic Properties, Disaster Risk Reduction & Response. This is synthetic demo data.",-0.097
AAA,Archaeology Technician,Cultural Resource Consultants,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2026-01-30,field-tech,entry,LiDAR Processing;Phase III Data Recovery;Section 106;Total Station Survey,"[""LiDAR Processing"", ""Phase III Data Recovery"", ""Section 106"", ""Total Station Survey""]",48723.0,56833.0,USD,https://example.com/demo/job/114,"Archaeology Technician at Cultural Resource Consultants. Key skills include LiDAR Processing, Phase III Data Recovery, Section 106, Total Station Survey. This is synthetic demo data.",0.411
AAA,Artifact Analyst,Western CRM Partners,"Tucson, AZ",Tucson,AZ,32.2226,-110.9747,2025-11-05,lab/analyst,mid,Burra Charter Principles;Community Outreach & Interpretation;Conservation Management Plan;Heritage Management Plan;LiDAR Processing;Mukurtu (Community Protocol CMS);UAV Photogrammetry;World Heritage Site Management,"[""Burra Charter Principles"", ""Community Outreach & Interpretation"", ""Conservation Management Plan"", ""Heritage Management Plan"", ""LiDAR Processing"", ""Mukurtu (Community Protocol CMS)"", ""UAV Photogrammetry"", ""World Heritage Site Management""]",63662.0,80657.0,USD,https://example.com/demo/job/115,"Artifact Analyst at Western CRM Partners. Key skills include Burra Charter Principles, Community Outreach & Interpretation, Conservation Management Plan, Heritage Management Plan, LiDAR Processing. This is synthetic demo data.",0.191
AAA,Senior Cultural Resources Planner,ArchaeoLab Services,"Los Angeles, CA",Los Angeles,CA,34.0522,-118.2437,2026-01-17,architectural-historian,senior,Arches Heritage Inventory Platform;Client/Stakeholder Management;Digitization & Georeferencing;Esri Field Maps;Heritage Management Plan;Historic Preservation Plan;Magnetometry Survey;OSHA HAZWOPER 40-hour;Section 106,"[""Arches Heritage Inventory Platform"", ""Client/Stakeholder Management"", ""Digitization & Georeferencing"", ""Esri Field Maps"", ""Heritage Management Plan"", ""Historic Preservation Plan"", ""Magnetometry Survey"", ""OSHA HAZWOPER 40-hour"", ""Section 106""]",84441.0,109117.0,USD,https://example.com/demo/job/116,"Senior Cultural Resources Planner at ArchaeoLab Services. Key skills include Arches Heritage Inventory Platform, Client/Stakeholder Management, Digitization & Georeferencing, Esri Field Maps, Heritage Management Plan. This is synthetic demo data.",0.468
AAA,Crew Chief,Preservation Strategy Studio,"Salt Lake City, UT",Salt Lake City,UT,40.7608,-111.891,2026-02-01,field-tech,senior,Section 106;Section 110 (NHPA);Underwater/Maritime Survey;Viewshed Analysis,"[""Section 106"", ""Section 110 (NHPA)"", ""Underwater/Maritime Survey"", ""Viewshed Analysis""]",78621.0,102186.0,USD,https://example.com/demo/job/117,"Crew Chief at Preservation Strategy Studio. Key skills include Section 106, Section 110 (NHPA), Underwater/Maritime Survey, Viewshed Analysis. This is synthetic demo data.",-0.104
